"","player_id","year","first_serve","first_won"
"23135",202484,"2013",90,46
"23136",202484,"2012",89,52
"23137",202484,"2015",NA,NA
"23138",202484,"2012",135,69
"23139",202484,"2016",587,335
"23140",202484,"2020",64,45
"23141",202485,"2012",28,18
"23142",202486,"2013",NA,NA
"23143",202486,"2012",NA,NA
"23144",202486,"2013",230,160
"23145",202486,"2012",136,68
"23146",202487,"2014",166,99
"23147",202487,"2013",NA,NA
"23148",202487,"2012",NA,NA
"23149",202487,"2013",231,148
"23150",202487,"2015",40,27
"23151",202487,"2014",86,43
"23152",202488,"2019",44,28
"23153",202488,"2018",145,63
"23154",202488,"2012",26,7
"23155",202488,"2019",95,50
"23156",202488,"2018",92,55
"23157",202488,"2015",28,12
"23158",202489,"2017",1124,751
"23159",202489,"2017",697,387
"23160",202489,"2018",273,190
"23161",202489,"2015",NA,NA
"23162",202489,"2012",34,20
"23163",202489,"2016",760,452
"23164",202489,"2013",53,23
"23165",202489,"2018",885,539
"23166",202489,"2016",465,303
"23167",202489,"2014",34,16
"23168",202490,"2014",46,29
"23169",202490,"2013",36,15
"23170",202490,"2020",146,93
"23171",202490,"2015",NA,NA
"23172",202490,"2016",NA,NA
"23173",202490,"2018",563,381
"23174",202490,"2022",581,341
"23175",202490,"2019",1270,830
"23176",202490,"2019",891,500
"23177",202490,"2014",66,30
"23178",202490,"2020",395,208
"23179",202490,"2022",NA,NA
"23180",202490,"2018",601,358
"23181",202490,"2012",NA,NA
"23182",202490,"2017",149,81
"23183",202490,"2021",NA,NA
"23184",202490,"2023",NA,NA
"23185",202490,"2017",64,49
"23186",202491,"2018",51,33
"23187",202491,"2012",42,21
"23188",202491,"2018",100,51
"23189",202491,"2016",88,57
"23190",202491,"2019",116,88
"23191",202491,"2019",189,91
"23192",202491,"2020",50,26
"23193",202492,"2018",NA,NA
"23194",202492,"2022",650,364
"23195",202492,"2018",1424,988
"23196",202492,"2017",939,543
"23197",202492,"2019",805,453
"23198",202492,"2020",409,273
"23199",202492,"2019",NA,NA
"23200",202492,"2013",NA,NA
"23201",202492,"2024",140,81
"23202",202492,"2017",1159,785
"23203",202492,"2020",283,155
"23204",202492,"2022",776,513
"23205",202492,"2015",NA,NA
"23206",202492,"2021",NA,NA
"23207",202492,"2016",NA,NA
"23208",202492,"2014",NA,NA
"23209",202492,"2012",NA,NA
"23210",202493,"2011",NA,NA
"23211",202493,"2022",227,113
"23212",202493,"2020",106,81
"23213",202493,"2012",28,15
"23214",202493,"2020",46,28
"23215",202493,"2021",121,73
"23216",202493,"2019",71,33
"23217",202493,"2021",282,147
"23218",202493,"2008",NA,NA
"23219",202493,"2017",150,74
"23220",202493,"2016",NA,NA
"23221",202493,"2018",172,104
"23222",202493,"2015",NA,NA
"23223",202493,"2023",NA,NA
"23224",202493,"2019",167,84
"23225",202493,"2014",NA,NA
"23226",202493,"2017",68,38
"23227",202493,"2022",31,21
"23228",202494,"2013",NA,NA
"23229",202494,"2014",NA,NA
"23230",202494,"2020",923,634
"23231",202494,"2022",216,142
"23232",202494,"2022",NA,NA
"23233",202494,"2017",2161,1473
"23234",202494,"2024",1271,871
"23235",202494,"2020",311,168
"23236",202494,"2024",860,516
"23237",202494,"2012",33,22
"23238",202494,"2023",NA,NA
"23239",202494,"2016",1793,1227
"23240",202494,"2018",757,457
"23241",202494,"2012",NA,NA
"23242",202494,"2021",NA,NA
"23243",202494,"2019",NA,NA
"23244",202494,"2015",NA,NA
"23245",202494,"2017",773,487
"23246",202494,"2023",420,253
"23247",202494,"2016",956,549
"23248",202494,"2018",1821,1269
"23249",202495,"2012",40,26
"23250",202496,"2013",34,19
"23251",202496,"2016",377,238
"23252",202496,"2016",203,157
"23253",202496,"2017",45,31
"23254",202496,"2014",40,22
"23255",202496,"2017",35,24
"23256",202496,"2012",40,30
"23257",202496,"2015",NA,NA
"23258",202497,"2016",101,54
"23259",202497,"2012",36,21
"23260",202497,"2013",133,67
"23261",202497,"2014",263,153
"23262",202497,"2014",134,101
"23263",202497,"2013",178,113
"23264",202497,"2018",80,40
"23265",202498,"2014",227,138
"23266",202498,"2014",NA,NA
"23267",202498,"2013",212,114
"23268",202498,"2013",NA,NA
"23269",202498,"2010",NA,NA
"23270",202498,"2017",93,50
"23271",202498,"2018",286,177
"23272",202498,"2019",39,21
"23273",202498,"2012",NA,NA
"23274",202498,"2007",NA,NA
"23275",202498,"2015",193,102
"23276",202498,"2018",55,26
"23277",202498,"2017",124,76
"23278",202498,"2016",NA,NA
"23279",202498,"2015",186,120
"23280",202498,"2011",NA,NA
"23281",202499,"2016",159,123
"23282",202499,"2020",300,212
"23283",202499,"2012",NA,NA
"23284",202499,"2016",573,350
"23285",202499,"2020",408,253
"23286",202499,"2024",927,618
"23287",202499,"2014",NA,NA
"23288",202499,"2022",519,379
"23289",202499,"2024",NA,NA
"23290",202499,"2019",1000,642
"23291",202499,"2019",1290,946
"23292",202499,"2017",903,566
"23293",202499,"2023",1233,870
"23294",202499,"2023",813,530
"23295",202499,"2022",476,306
"23296",202499,"2021",NA,NA
"23297",202499,"2017",664,474
"23298",202499,"2015",NA,NA
"23299",202499,"2013",NA,NA
"23300",202499,"2018",1220,870
"23301",202499,"2018",NA,NA
"23302",202500,"2013",110,79
"23303",202500,"2013",NA,NA
"23304",202500,"2015",41,26
"23305",202500,"2012",43,36
"23306",202501,"2012",22,10
"23307",202501,"2011",NA,NA
"23308",202502,"2016",36,19
"23309",202502,"2015",NA,NA
"23310",202502,"2018",33,17
"23311",202502,"2014",NA,NA
"23312",202502,"2013",NA,NA
"23313",202502,"2012",26,10
"23314",202502,"2012",4,2
"23315",202503,"2017",260,158
"23316",202503,"2017",216,142
"23317",202503,"2023",NA,NA
"23318",202503,"2015",NA,NA
"23319",202503,"2016",NA,NA
"23320",202503,"2013",NA,NA
"23321",202503,"2019",167,86
"23322",202503,"2014",NA,NA
"23323",202503,"2012",NA,NA
"23324",202503,"2018",427,244
"23325",202503,"2018",372,245
"23326",202503,"2013",200,113
"23327",202504,"2020",38,23
"23328",202504,"2017",845,494
"23329",202504,"2017",707,477
"23330",202504,"2016",315,200
"23331",202504,"2019",199,125
"23332",202504,"2014",NA,NA
"23333",202504,"2016",413,278
"23334",202504,"2013",59,47
"23335",202504,"2015",NA,NA
"23336",202504,"2019",52,34
"23337",202504,"2018",213,158
"23338",202504,"2013",85,48
"23339",202504,"2012",73,35
"23340",202504,"2018",547,335
"23341",202504,"2012",77,55
"23342",202505,"2014",NA,NA
"23343",202505,"2012",30,17
"23344",202505,"2013",105,68
"23345",202505,"2017",397,247
"23346",202505,"2019",NA,NA
"23347",202505,"2018",736,453
"23348",202505,"2016",NA,NA
"23349",202505,"2016",957,658
"23350",202505,"2021",NA,NA
"23351",202505,"2020",379,263
"23352",202505,"2017",182,136
"23353",202505,"2024",NA,NA
"23354",202505,"2018",619,423
"23355",202505,"2015",NA,NA
"23356",202505,"2020",321,206
"23357",202505,"2019",973,614
"23358",202505,"2023",NA,NA
"23359",202505,"2013",103,64
"23360",202505,"2022",NA,NA
"23361",202506,"2023",65,34
"23362",202506,"2020",96,64
"23363",202506,"2012",51,32
"23364",202506,"2021",230,150
"23365",202506,"2019",707,451
"23366",202506,"2019",819,462
"23367",202506,"2014",46,29
"23368",202506,"2018",190,103
"23369",202506,"2020",165,83
"23370",202506,"2016",291,206
"23371",202506,"2021",157,86
"23372",202506,"2016",618,370
"23373",202506,"2018",483,350
"23374",202506,"2024",44,27
"23375",202506,"2015",NA,NA
"23376",202507,"2012",26,12
"23377",202507,"2012",NA,NA
"23378",202507,"2007",NA,NA
"23379",202507,"2006",NA,NA
"23380",202507,"2013",NA,NA
"23381",202508,"2016",52,34
"23382",202508,"2018",39,26
"23383",202508,"2016",93,62
"23384",202508,"2018",195,115
"23385",202508,"2013",49,28
"23386",202508,"2015",NA,NA
"23387",202536,"2019",272,188
"23388",202536,"2020",171,112
"23389",202536,"2021",NA,NA
"23390",202536,"2018",706,390
"23391",202536,"2019",640,364
"23392",202536,"2016",324,183
"23393",202536,"2015",NA,NA
"23394",202536,"2016",297,188
"23395",202536,"2018",582,387
"23396",202536,"2020",112,81
"23397",202536,"2024",956,563
"23398",202536,"2024",NA,NA
"23399",202536,"2015",31,22
"23400",202536,"2014",104,56
"23401",202536,"2014",35,24
"23402",202536,"2017",375,218
"23403",202536,"2022",NA,NA
"23404",202536,"2021",701,403
"23405",202536,"2023",NA,NA
"23406",202536,"2017",249,176
"23407",202539,"2019",27,18
"23408",202545,"2009",NA,NA
"23409",202545,"2003",NA,NA
"23410",202545,"2007",NA,NA
"23411",202545,"2011",NA,NA
"23412",202545,"2008",NA,NA
"23413",202545,"2005",NA,NA
"23414",202545,"2010",NA,NA
"23415",202549,"2007",NA,NA
"23416",202549,"2006",NA,NA
"23417",202549,"2003",NA,NA
"23418",202549,"2001",NA,NA
"23419",202549,"2002",NA,NA
"23420",202556,"2005",NA,NA
"23421",202556,"2008",NA,NA
"23422",202556,"2007",NA,NA
"23423",202556,"2011",NA,NA
"23424",202556,"2009",NA,NA
"23425",202558,"2013",43,24
"23426",202562,"2009",NA,NA
"23427",202562,"2007",NA,NA
"23428",202562,"2008",NA,NA
"23429",202563,"2009",NA,NA
"23430",202572,"2004",NA,NA
"23431",202572,"2009",NA,NA
"23432",202573,"2007",NA,NA
"23433",202578,"2019",33,24
"23434",202578,"2019",63,27
"23435",202579,"2020",54,31
"23436",202579,"2014",NA,NA
"23437",202579,"2021",310,150
"23438",202579,"2019",24,17
"23439",202579,"2013",48,23
"23440",202579,"2019",241,123
"23441",202579,"2021",132,87
"23442",202579,"2014",37,20
"23443",202580,"2024",29,15
"23444",202580,"2021",66,33
"23445",202581,"2017",169,83
"23446",202581,"2010",NA,NA
"23447",202581,"2011",NA,NA
"23448",202581,"2019",55,30
"23449",202581,"2015",NA,NA
"23450",202581,"2019",45,27
"23451",202581,"2014",NA,NA
"23452",202581,"2016",NA,NA
"23453",202581,"2013",NA,NA
"23454",202582,"2006",NA,NA
"23455",202582,"2007",NA,NA
"23456",202582,"2009",NA,NA
"23457",202585,"2008",NA,NA
"23458",202585,"2007",NA,NA
"23459",202586,"2008",NA,NA
"23460",202589,"2010",NA,NA
"23461",202594,"2013",73,47
"23462",202594,"2015",47,28
"23463",202594,"2015",26,14
"23464",202596,"2017",122,74
"23465",202596,"2019",584,400
"23466",202596,"2022",32,27
"23467",202596,"2021",NA,NA
"23468",202596,"2022",NA,NA
"23469",202596,"2018",921,536
"23470",202596,"2012",NA,NA
"23471",202596,"2017",216,139
"23472",202596,"2019",1133,662
"23473",202596,"2020",42,24
"23474",202596,"2018",1582,1047
"23475",202600,"2024",1323,723
"23476",202600,"2024",994,653
"23477",202600,"2022",509,266
"23478",202600,"2023",NA,NA
"23479",202600,"2019",246,143
"23480",202600,"2021",532,279
"23481",202600,"2017",275,145
"23482",202600,"2018",267,127
"23483",202600,"2022",317,210
"23484",202600,"2019",120,66
"23485",202600,"2020",156,92
"23486",202600,"2023",189,124
"23487",202600,"2015",NA,NA
"23488",202600,"2014",NA,NA
"23489",202600,"2018",217,125
"23490",202600,"2021",323,195
"23491",202600,"2020",204,102
"23492",202600,"2017",183,115
"23493",202604,"2022",269,125
"23494",202604,"2019",50,28
"23495",202604,"2023",NA,NA
"23496",202604,"2020",174,88
"23497",202604,"2012",NA,NA
"23498",202604,"2015",NA,NA
"23499",202604,"2013",NA,NA
"23500",202604,"2021",43,29
"23501",202604,"2022",211,130
"23502",202606,"2016",36,22
"23503",202607,"2005",NA,NA
"23504",202607,"2011",NA,NA
"23505",202611,"2021",26,16
"23506",202611,"2013",58,30
"23507",202611,"2014",NA,NA
"23508",202611,"2010",NA,NA
"23509",202611,"2007",NA,NA
"23510",202611,"2008",NA,NA
"23511",202614,"2018",42,28
"23512",202614,"2017",54,34
"23513",202614,"2017",47,23
"23514",202615,"2014",NA,NA
"23515",202619,"2016",90,45
"23516",202619,"2011",NA,NA
"23517",202619,"2010",NA,NA
"23518",202619,"2016",105,72
"23519",202622,"2013",85,52
"23520",202622,"2016",113,73
"23521",202622,"2010",NA,NA
"23522",202622,"2015",NA,NA
"23523",202622,"2018",48,30
"23524",202622,"2014",NA,NA
"23525",202622,"2016",76,51
"23526",202626,"2015",NA,NA
"23527",202626,"2007",NA,NA
"23528",202626,"2014",NA,NA
"23529",202626,"2010",NA,NA
"23530",202626,"2012",30,16
"23531",202626,"2016",48,30
"23532",202626,"2016",178,96
"23533",202626,"2006",NA,NA
"23534",202628,"2014",18,12
"23535",202628,"2021",333,227
"23536",202628,"2015",111,64
"23537",202628,"2016",161,91
"23538",202628,"2021",68,40
"23539",202628,"2023",193,126
"23540",202628,"2013",151,87
"23541",202628,"2015",130,72
"23542",202628,"2013",39,24
"23543",202628,"2023",474,269
"23544",202628,"2018",32,24
"23545",202628,"2018",78,42
"23546",202628,"2022",406,270
"23547",202628,"2017",343,214
"23548",202628,"2022",NA,NA
"23549",202628,"2014",214,123
"23550",202629,"2012",NA,NA
"23551",202633,"2014",NA,NA
"23552",202635,"2010",NA,NA
"23553",202635,"2007",NA,NA
"23554",202635,"2008",NA,NA
"23555",202635,"2009",NA,NA
"23556",202639,"2017",29,17
"23557",202640,"2015",NA,NA
"23558",202642,"2014",41,22
"23559",202644,"2014",NA,NA
"23560",202644,"2011",NA,NA
"23561",202645,"2016",71,47
"23562",202645,"2009",NA,NA
"23563",202645,"2012",NA,NA
"23564",202646,"2011",NA,NA
"23565",202646,"2010",NA,NA
"23566",202647,"2016",NA,NA
"23567",202647,"2014",NA,NA
"23568",202647,"2019",75,44
"23569",202647,"2013",NA,NA
"23570",202649,"2013",NA,NA
"23571",202653,"2016",627,361
"23572",202653,"2016",684,458
"23573",202653,"2014",21,9
"23574",202653,"2014",164,105
"23575",202653,"2017",470,285
"23576",202653,"2018",190,104
"23577",202653,"2019",157,91
"23578",202653,"2018",179,130
"23579",202653,"2015",NA,NA
"23580",202653,"2017",160,107
"23581",202653,"2019",95,64
"23582",202659,"2012",NA,NA
"23583",202659,"2013",NA,NA
"23584",202659,"2018",44,23
"23585",202659,"2013",147,92
"23586",202659,"2014",NA,NA
"23587",202659,"2019",81,38
"23588",202659,"2015",NA,NA
"23589",202659,"2021",147,69
"23590",202659,"2016",81,53
"23591",202659,"2016",94,53
"23592",202659,"2017",71,35
"23593",202659,"2017",24,20
"23594",202662,"2018",83,41
"23595",202662,"2023",27,18
"23596",202662,"2024",74,41
"23597",202662,"2024",5,1
"23598",202662,"2023",134,75
"23599",202663,"2018",902,524
"23600",202663,"2019",1014,708
"23601",202663,"2019",NA,NA
"23602",202663,"2023",NA,NA
"23603",202663,"2014",NA,NA
"23604",202663,"2015",NA,NA
"23605",202663,"2020",595,419
"23606",202663,"2020",418,248
"23607",202663,"2021",603,433
"23608",202663,"2022",NA,NA
"23609",202663,"2018",815,525
"23610",202663,"2024",NA,NA
"23611",202663,"2011",NA,NA
"23612",202663,"2013",NA,NA
"23613",202663,"2021",NA,NA
"23614",202663,"2023",1340,911
"23615",202663,"2016",692,385
"23616",202663,"2017",1144,677
"23617",202663,"2017",825,569
"23618",202663,"2022",1053,643
"23619",202663,"2016",452,296
"23620",202664,"2012",NA,NA
"23621",202664,"2009",NA,NA
"23622",202664,"2011",NA,NA
"23623",202669,"2015",65,40
"23624",202669,"2014",NA,NA
"23625",202669,"2016",25,14
"23626",202669,"2013",NA,NA
"23627",202671,"2016",266,152
"23628",202671,"2016",106,79
"23629",202671,"2024",37,23
"23630",202671,"2014",NA,NA
"23631",202671,"2015",NA,NA
"23632",202672,"2021",25,12
"23633",202676,"2012",NA,NA
"23634",202676,"2016",NA,NA
"23635",202681,"2015",NA,NA
"23636",202681,"2017",23,20
"23637",202681,"2018",127,79
"23638",202681,"2014",49,28
"23639",202681,"2017",114,61
"23640",202681,"2021",29,13
"23641",202681,"2014",143,72
"23642",202681,"2020",75,43
"23643",202684,"2021",311,180
"23644",202684,"2015",230,134
"23645",202684,"2020",217,135
"23646",202684,"2022",324,201
"23647",202684,"2016",178,105
"23648",202684,"2023",1285,854
"23649",202684,"2015",184,119
"23650",202684,"2023",1138,625
"23651",202684,"2019",207,127
"23652",202684,"2021",204,135
"23653",202684,"2014",96,70
"23654",202684,"2017",398,254
"23655",202684,"2014",NA,NA
"23656",202684,"2018",205,146
"23657",202684,"2020",232,134
"23658",202684,"2024",446,318
"23659",202684,"2022",576,317
"23660",202684,"2024",682,395
"23661",202684,"2017",471,314
"23662",202684,"2016",200,133
"23663",202684,"2018",318,169
"23664",202684,"2019",613,333
"23665",202685,"2018",36,18
"23666",202685,"2017",196,89
"23667",202685,"2014",164,90
"23668",202685,"2016",125,92
"23669",202685,"2016",81,48
"23670",202685,"2015",76,47
"23671",202685,"2015",152,77
"23672",202685,"2014",112,77
"23673",202687,"2011",NA,NA
"23674",202688,"2022",64,36
"23675",202688,"2018",41,28
"23676",202688,"2019",218,135
"23677",202688,"2020",89,51
"23678",202688,"2017",54,35
"23679",202688,"2018",88,50
"23680",202688,"2017",87,54
"23681",202688,"2016",139,75
"23682",202688,"2023",NA,NA
"23683",202688,"2012",NA,NA
"23684",202688,"2014",NA,NA
"23685",202688,"2021",31,15
"23686",202688,"2022",121,58
"23687",202688,"2020",24,16
"23688",202688,"2016",NA,NA
"23689",202688,"2019",84,59
"23690",202693,"2015",NA,NA
"23691",202693,"2016",145,74
"23692",202693,"2018",72,36
"23693",202693,"2017",309,160
"23694",202693,"2016",66,48
"23695",202694,"2007",NA,NA
"23696",202694,"2011",NA,NA
"23697",202694,"2015",NA,NA
"23698",202694,"2013",NA,NA
"23699",202694,"2016",NA,NA
"23700",202694,"2016",768,410
"23701",202694,"2017",130,68
"23702",202694,"2017",127,84
"23703",202694,"2008",NA,NA
"23704",202694,"2014",NA,NA
"23705",202694,"2020",34,15
"23706",202695,"2016",37,17
"23707",202695,"2017",27,7
"23708",202700,"2010",NA,NA
"23709",202700,"2011",NA,NA
"23710",202700,"2012",NA,NA
"23711",202701,"2018",26,11
"23712",202701,"2023",71,39
"23713",202701,"2014",17,12
"23714",202701,"2016",150,116
"23715",202701,"2020",33,15
"23716",202701,"2014",NA,NA
"23717",202701,"2017",96,65
"23718",202701,"2019",87,62
"23719",202701,"2016",90,57
"23720",202701,"2017",242,144
"23721",202702,"2019",44,35
"23722",202702,"2021",55,35
"23723",202702,"2016",43,35
"23724",202702,"2013",41,32
"23725",202702,"2017",92,52
"23726",202702,"2013",66,37
"23727",202702,"2015",NA,NA
"23728",202702,"2021",30,26
"23729",202702,"2014",166,120
"23730",202702,"2018",76,41
"23731",202702,"2014",238,145
"23732",202702,"2016",147,90
"23733",202702,"2019",69,40
"23734",202705,"2014",NA,NA
"23735",202705,"2018",740,439
"23736",202705,"2018",316,209
"23737",202705,"2017",NA,NA
"23738",202705,"2013",NA,NA
"23739",202705,"2020",95,60
"23740",202705,"2015",NA,NA
"23741",202705,"2021",NA,NA
"23742",202705,"2016",290,194
"23743",202705,"2010",NA,NA
"23744",202705,"2016",488,261
"23745",202705,"2009",NA,NA
"23746",202705,"2012",80,46
"23747",202705,"2007",NA,NA
"23748",202705,"2017",761,483
"23749",202705,"2006",NA,NA
"23750",202705,"2019",117,85
"23751",202705,"2012",NA,NA
"23752",202705,"2011",NA,NA
"23753",202705,"2019",36,22
"23754",202706,"2015",22,5
"23755",202707,"2017",75,44
"23756",202707,"2016",51,30
"23757",202707,"2016",27,11
"23758",202707,"2020",21,8
"23759",202707,"2018",29,18
"23760",202709,"2007",NA,NA
"23761",202709,"2008",NA,NA
"23762",202774,"1999",NA,NA
"23763",202774,"2006",NA,NA
"23764",202774,"2002",NA,NA
"23765",202774,"1997",NA,NA
"23766",202774,"2001",NA,NA
"23767",202774,"1998",NA,NA
"23768",202774,"2000",NA,NA
"23769",202779,"2004",NA,NA
"23770",202779,"2003",NA,NA
"23771",202779,"2005",NA,NA
"23772",202785,"2006",NA,NA
"23773",202786,"2005",NA,NA
"23774",202786,"2008",NA,NA
"23775",202786,"2011",NA,NA
"23776",202786,"2006",NA,NA
"23777",202791,"2007",NA,NA
"23778",202817,"2004",NA,NA
"23779",202817,"2005",NA,NA
"23780",202818,"2003",NA,NA
"23781",202818,"2005",NA,NA
"23782",202818,"2004",NA,NA
"23783",202818,"2011",NA,NA
"23784",202822,"2006",NA,NA
"23785",202823,"2004",NA,NA
"23786",202823,"2008",NA,NA
"23787",202828,"2005",NA,NA
"23788",202828,"2004",NA,NA
"23789",202844,"2011",NA,NA
"23790",202845,"2007",NA,NA
"23791",202858,"2016",27,12
"23792",202858,"2016",46,22
"23793",202864,"2008",NA,NA
"23794",202864,"2004",NA,NA
"23795",202869,"2008",NA,NA
"23796",202869,"2009",NA,NA
"23797",202869,"2007",NA,NA
"23798",202874,"2010",NA,NA
"23799",202879,"2012",NA,NA
"23800",202879,"2014",NA,NA
"23801",202879,"2020",52,29
"23802",202879,"2013",NA,NA
"23803",202897,"2010",NA,NA
"23804",202900,"2005",NA,NA
"23805",202900,"2007",NA,NA
"23806",202900,"2017",102,72
"23807",202900,"2003",NA,NA
"23808",202900,"2015",NA,NA
"23809",202900,"2014",NA,NA
"23810",202900,"2004",NA,NA
"23811",202900,"2019",NA,NA
"23812",202900,"2011",NA,NA
"23813",202900,"2010",NA,NA
"23814",202900,"2016",NA,NA
"23815",202916,"2018",236,151
"23816",202916,"2021",95,62
"23817",202916,"2021",129,99
"23818",202916,"2018",81,67
"23819",202916,"2019",103,77
"23820",202916,"2019",88,65
"23821",202919,"2017",58,32
"23822",202921,"2017",35,25
"23823",202921,"2017",35,20
"23824",202922,"2013",146,72
"23825",202930,"2006",NA,NA
"23826",202930,"2010",NA,NA
"23827",202930,"2001",NA,NA
"23828",202930,"2007",NA,NA
"23829",202930,"2009",NA,NA
"23830",202930,"2000",NA,NA
"23831",202930,"2008",NA,NA
"23832",202932,"2013",74,50
"23833",202997,"1999",NA,NA
"23834",202997,"2008",NA,NA
"23835",202997,"2001",NA,NA
"23836",202997,"2005",NA,NA
"23837",202997,"2006",NA,NA
"23838",202997,"2003",NA,NA
"23839",202997,"2004",NA,NA
"23840",202997,"2002",NA,NA
"23841",202997,"2000",NA,NA
"23842",203098,"2005",NA,NA
"23843",203116,"2008",NA,NA
"23844",203191,"2011",NA,NA
"23845",203191,"2007",NA,NA
"23846",203191,"2006",NA,NA
"23847",203216,"2005",NA,NA
"23848",203216,"2003",NA,NA
"23849",203216,"2002",NA,NA
"23850",203216,"2001",NA,NA
"23851",203216,"2004",NA,NA
"23852",203217,"2006",NA,NA
"23853",203217,"1996",NA,NA
"23854",203217,"1998",NA,NA
"23855",203217,"2003",NA,NA
"23856",203217,"2004",NA,NA
"23857",203217,"2005",NA,NA
"23858",203217,"1995",NA,NA
"23859",203218,"2007",NA,NA
"23860",203235,"1999",NA,NA
"23861",203235,"2008",NA,NA
"23862",203235,"2003",NA,NA
"23863",203235,"2002",NA,NA
"23864",203235,"2010",NA,NA
"23865",203235,"2001",NA,NA
"23866",203236,"2022",32,16
"23867",203236,"2023",37,18
"23868",203244,"2006",NA,NA
"23869",203244,"2003",NA,NA
"23870",203244,"2005",NA,NA
"23871",203244,"2007",NA,NA
"23872",203250,"2007",NA,NA
"23873",203262,"2008",NA,NA
"23874",203265,"2007",NA,NA
"23875",203281,"2019",90,52
"23876",203281,"2016",52,28
"23877",203281,"2019",26,18
"23878",203281,"2018",104,56
"23879",203281,"2014",79,53
"23880",203281,"2023",59,32
"23881",203281,"2017",38,21
"23882",203281,"2021",66,42
"23883",203281,"2015",NA,NA
"23884",203281,"2017",92,52
"23885",203288,"2016",48,26
"23886",203288,"2016",64,42
"23887",203288,"2024",97,65
"23888",203288,"2017",34,13
"23889",203288,"2018",88,57
"23890",203288,"2019",47,25
"23891",203290,"2012",NA,NA
"23892",203290,"2006",NA,NA
"23893",203290,"2002",NA,NA
"23894",203290,"2015",NA,NA
"23895",203290,"2005",NA,NA
"23896",203290,"2007",NA,NA
"23897",203290,"2010",NA,NA
"23898",203290,"2014",NA,NA
"23899",203290,"2011",NA,NA
"23900",203290,"2009",NA,NA
"23901",203290,"2013",NA,NA
"23902",203297,"2013",92,73
"23903",203297,"2015",NA,NA
"23904",203297,"2013",203,106
"23905",203297,"2016",35,21
"23906",203297,"2019",30,8
"23907",203297,"2014",NA,NA
"23908",203297,"2022",52,40
"23909",203297,"2018",66,48
"23910",203303,"2013",NA,NA
"23911",203309,"2007",NA,NA
"23912",203309,"2005",NA,NA
"23913",203309,"2006",NA,NA
"23914",203310,"2008",NA,NA
"23915",203310,"2011",NA,NA
"23916",203310,"2009",NA,NA
"23917",203315,"2019",36,25
"23918",203315,"2018",46,34
"23919",203315,"2017",40,24
"23920",203315,"2018",76,50
"23921",203320,"2008",NA,NA
"23922",203323,"2006",NA,NA
"23923",203323,"2005",NA,NA
"23924",203323,"2008",NA,NA
"23925",203323,"2007",NA,NA
"23926",203325,"2019",30,19
"23927",203325,"2021",145,88
"23928",203325,"2021",58,34
"23929",203325,"2019",121,85
"23930",203341,"2014",73,38
"23931",203341,"2016",48,23
"23932",203341,"2015",40,23
"23933",203352,"2011",NA,NA
"23934",203354,"2022",NA,NA
"23935",203354,"2020",88,42
"23936",203354,"2020",225,124
"23937",203354,"2019",35,22
"23938",203354,"2024",333,217
"23939",203354,"2022",799,525
"23940",203354,"2021",297,178
"23941",203354,"2018",87,44
"23942",203354,"2023",NA,NA
"23943",203354,"2021",739,410
"23944",203354,"2019",282,140
"23945",203354,"2024",938,528
"23946",203354,"2017",73,40
"23947",203354,"2023",1161,633
"23948",203354,"2017",82,44
"23949",203362,"2009",NA,NA
"23950",203362,"2012",NA,NA
"23951",203365,"2011",NA,NA
"23952",203367,"2006",NA,NA
"23953",203379,"2015",78,38
"23954",203379,"2021",273,150
"23955",203379,"2022",45,22
"23956",203379,"2018",111,68
"23957",203379,"2024",69,38
"23958",203379,"2021",76,40
"23959",203379,"2016",218,105
"23960",203379,"2015",25,16
"23961",203382,"2006",NA,NA
"23962",203388,"2010",NA,NA
"23963",203388,"2011",NA,NA
"23964",203389,"2016",26,7
"23965",203389,"2019",712,404
"23966",203389,"2020",377,270
"23967",203389,"2024",1460,1063
"23968",203389,"2022",NA,NA
"23969",203389,"2018",674,360
"23970",203389,"2023",793,576
"23971",203389,"2018",NA,NA
"23972",203389,"2014",49,31
"23973",203389,"2017",27,10
"23974",203389,"2023",817,518
"23975",203389,"2024",NA,NA
"23976",203389,"2019",794,547
"23977",203389,"2020",290,193
"23978",203389,"2021",545,341
"23979",203389,"2021",1428,1038
"23980",203398,"2018",107,67
"23981",203398,"2021",74,41
"23982",203398,"2016",40,26
"23983",203398,"2017",113,66
"23984",203398,"2016",76,48
"23985",203398,"2019",120,69
"23986",203414,"2015",NA,NA
"23987",203415,"2013",NA,NA
"23988",203431,"2010",NA,NA
"23989",203431,"2014",NA,NA
"23990",203433,"2014",NA,NA
"23991",203433,"2013",NA,NA
"23992",203435,"2016",39,21
"23993",203435,"2017",88,54
"23994",203435,"2019",878,467
"23995",203435,"2018",551,314
"23996",203435,"2018",533,353
"23997",203435,"2019",195,125
"23998",203435,"2022",19,10
"23999",203435,"2023",54,27
"24000",203435,"2017",255,172
"24001",203435,"2022",23,10
"24002",203435,"2023",49,25
"24003",203435,"2014",NA,NA
"24004",203451,"2011",NA,NA
"24005",203451,"2008",NA,NA
"24006",203453,"2009",NA,NA
"24007",203453,"2010",NA,NA
"24008",203453,"2011",NA,NA
"24009",203456,"2017",137,74
"24010",203456,"2015",NA,NA
"24011",203456,"2018",106,75
"24012",203456,"2019",48,32
"24013",203456,"2013",NA,NA
"24014",203457,"2006",NA,NA
